Cena,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Typ,Liczba drzwi,Liczba miejsc,Kolor,Zarejestrowany w Polsce,Stan,Wersja,Generacja,Metalik,Pierwsza rejestracja,Bezwypadkowy,Kod Silnika,Możliwość finansowania,Faktura VAT,Leasing,Numer rejestracyjny pojazdu,Serwisowany w ASO,Kraj pochodzenia,Pierwszy właściciel,VAT marża,Miesięczna rata,lub do (przebieg km),Filtr cząstek stałych,Emisja CO2,Perłowy,Homologacja ciężarowa,Akryl (niemetalizowany),Gwarancja dealerska (w cenie),Uszkodzony,Tuning,VIN,Matowy,Okres gwarancji producenta,Kierownica po prawej (Anglik),Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Zarejestrowany jako zabytek
40000PLN,Firmy,Osobowe,BMW,Seria 5,2011,170 534 km,1 995 cm3,Diesel,184 KM,Automatyczna,Na tylne koła,Kombi,5,5,Szary,Tak,Używane,,F10/F11 (2009-2017),Tak,04/08/2011,,520,Tak,,Tak,,,,,,238 PLN,,,,,,,,,,,,,,,,,
9650PLN,Osoby prywatnej,Osobowe,Mazda,3,2010,292 000 km,2 184 cm3,Diesel,185 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,,Używane,,II (2009-2013),Tak,14/09/2010,Tak,,,,,,,Niemcy,,,,,,,Tak,,,,,,,,,,,,,
43333PLN,Osoby prywatnej,Osobowe,Porsche,Cayenne,2009,201 000 km,3 598 cm3,Benzyna,290 KM,Automatyczna,4x4 (dołączany automatycznie),SUV,5,5,Czarny,Tak,Używane,Standard,I (2002-2010),,,,,,,,,,,Tak,,,,,,,,Tak,,,,,,,,,,,
24900PLN,Osoby prywatnej,Osobowe,Suzuki,Grand Vitara,2006,200 235 km,1 995 cm3,Benzyna+LPG,140 KM,Manualna,4x4 (stały),SUV,5,5,Szary,Tak,Używane,ver-2-0,II (2005-2014),,18/12/2011,Tak,,,,,,Tak,Dania,,,,,,,,,,,,,,,,,,,,
65190PLN,Osoby prywatnej,Osobowe,Škoda,Superb,2015,203 500 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,Kombi,5,5,Biały,Tak,Używane,2.0 TDI Style DSG,III (2015-),,,Tak,,,Tak,,,Tak,Polska,Tak,,,,,,,,,,,,,,,,,,,
24999PLN,Firmy,Osobowe,Peugeot,5008,2011,178 345 km,1 560 cm3,Diesel,112 KM,Manualna,Na przednie koła,Minivan,5,7,Szary,Tak,Używane,,I (2009-2017),,,Tak,,Tak,Tak,Tak,,Tak,Niemcy,Tak,,,,,,,,,,,,,,,,,,,
12900PLN,Osoby prywatnej,Osobowe,Seat,Ibiza,2008,190 000 km,1 896 cm3,Diesel,105 KM,Manualna,Na przednie koła,Kompakt,3,5,Czarny,Tak,Używane,IV (2008-2017),IV (2008-2017),,,Tak,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,
59500PLN,Osoby prywatnej,Osobowe,Volkswagen,Tiguan,2014,129 570 km,2 000 cm3,Diesel,140 KM,Manualna,,SUV,5,5,Czarny,,Używane,,I (2007-2016),Tak,,Tak,,Tak,,,,Tak,Niemcy,Tak,Tak,,,,,,,,,,,,,,,,,,
46500PLN,Firmy,Osobowe,Kia,Sportage,2014,151 123 km,1 700 cm3,Diesel,116 KM,Manualna,Na przednie koła,SUV,5,5,Brązowy,,Używane,,III (2010-2015),Tak,,Tak,,Tak,,,,Tak,Niemcy,Tak,Tak,,,,,,,,,,,,,,,,,,
15000PLN,Osoby prywatnej,Osobowe,Škoda,Fabia,2008,76 358 km,1 198 cm3,Benzyna,70 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Złoty,Tak,Używane,1.2 12V Classic,II (2007-),Tak,,Tak,,,,,,Tak,Polska,,,,,,,,,,,,,,,,,,,,
18000PLN,Osoby prywatnej,Osobowe,Ford,Fiesta,2013,162 000 km,1 499 cm3,Diesel,75 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Srebrny,Tak,Używane,,Mk7 (2008-),Tak,05/06/2013,Tak,,,,,SB2630S,Tak,Polska,,,,,Tak,,,,,,,,,,,,,,,
18999PLN,Osoby prywatnej,Osobowe,BMW,Seria 1,2007,160 000 km,1 995 cm3,Benzyna,143 KM,Manualna,Na tylne koła,Kompakt,5,5,Srebrny,,Używane,118i,E81/E82/E87/E88 (2004-2013),,,Tak,,,,,,,Niemcy,,,,,,,,,,,,,,,,,,,,
19900PLN,Firmy,Osobowe,Citroën,C5,2008,267 000 km,2 720 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,Sedan,5,,Czarny,,Używane,,III (2008-),,,Tak,,Tak,Tak,,,Tak,Francja,,,,,,,,,,,,,,,,,,,,
43400PLN,Firmy,Osobowe,Peugeot,2008,2014,157 000 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,SUV,5,5,Szary,Tak,Używane,1.6 e-HDi Allure S&S,,Tak,,Tak,,Tak,,Tak,,Tak,Niemcy,Tak,Tak,,,,,,,,,,,,,,,,,,
155900PLN,Osoby prywatnej,Osobowe,BMW,X5,2014,121 000 km,2 993 cm3,Diesel,313 KM,Automatyczna,4x4 (dołączany automatycznie),SUV,5,5,Biały,Tak,Używane,xDrive40d,F15 (2013-2018),,,Tak,,,,,,Tak,Niemcy,Tak,,,,,,,,,,,,,,,,,,,
32900PLN,Osoby prywatnej,Osobowe,Nissan,Qashqai,2010,124 000 km,1 598 cm3,Benzyna,115 KM,Manualna,Na przednie koła,SUV,5,5,Szary,Tak,Używane,1.6 Tekna,I (2007-2013),Tak,20/10/2010,Tak,,Tak,,,,Tak,Niemcy,,Tak,,,,,,,,,,,,,,,,,,
15500PLN,Osoby prywatnej,Osobowe,Volkswagen,Golf,2006,200 000 km,1 390 cm3,Benzyna+LPG,75 KM,Manualna,Na przednie koła,Kompakt,3,5,Czarny,Tak,Używane,V (2003-2009),V (2003-2009),Tak,14/11/2006,Tak,,,,,OOL 51R5,,Niemcy,,,,,,,,,,,,,,,,,,,,
16900PLN,Osoby prywatnej,Osobowe,Mazda,5,2008,103 000 km,1 798 cm3,Benzyna,115 KM,Manualna,Na przednie koła,Minivan,5,7,Szary,,Używane,1.8 Comfort,I (2005-2010),Tak,,Tak,,Tak,,,,,Niemcy,,,,,,,Tak,,,,,,,,,,,,,
38900PLN,Osoby prywatnej,Osobowe,Mini,Countryman,2013,145 000 km,1 598 cm3,Diesel,112 KM,Manualna,4x4 (dołączany automatycznie),Auta miejskie,4,5,Czarny,Tak,Używane,Cooper D ALL4,,Tak,,Tak,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,
7999PLN,Osoby prywatnej,Osobowe,Toyota,Avensis,2005,299 028 km,1 995 cm3,Diesel,116 KM,Manualna,Na przednie koła,Sedan,5,5,Niebieski,Tak,Używane,,II (2003-2009),Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13900PLN,Osoby prywatnej,Osobowe,Seat,Leon,2005,190 000 km,1 595 cm3,Benzyna,102 KM,Manualna,Na przednie koła,Kompakt,5,5,Zielony,,Używane,,II (2005-2012),Tak,27/12/2005,Tak,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,
17600PLN,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa C,2005,182 000 km,1 796 cm3,Benzyna,163 KM,Automatyczna,Na tylne koła,Sedan,4,5,Złoty,Tak,Używane,,W203 (2000-2007),Tak,31/10/2005,Tak,,Tak,,,SCI 0883E,,Francja,,,,182 000 km,,,,,,,,,,,,,,,,
42000PLN,Osoby prywatnej,Osobowe,Škoda,Superb,2015,228 000 km,,Diesel,,,,Sedan,,,Srebrny,,Używane,II (2008-),II (2008-2018),,,,,Tak,,,wi0394y,,,,,,,,,,,,,,,,,,,,,,
9200PLN,Osoby prywatnej,Osobowe,Renault,Modus,2007,218 000 km,1 149 cm3,Benzyna,75 KM,Manualna,,Auta miejskie,5,,Czarny,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29900PLN,Osoby prywatnej,Osobowe,Peugeot,3008,2013,196 000 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,SUV,5,5,Niebieski,Tak,Używane,,I (2009-2016),Tak,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,
23999PLN,Firmy,Osobowe,Volvo,V50,2011,228 300 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,Tak,Używane,,,Tak,,Tak,,Tak,,,,Tak,Inny,Tak,Tak,,,,,,,,,,,,,,,,,,
22900PLN,Osoby prywatnej,Osobowe,Renault,Megane,2009,198 000 km,1 397 cm3,Benzyna,130 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,,Używane,1.4 16V TCE Dynamique,III (2008-2016),Tak,,Tak,,Tak,,,,Tak,Polska,Tak,Tak,,,,,,,,,,,,,,,,,,
29500PLN,Osoby prywatnej,Osobowe,Volvo,V70,2011,220 000 km,1 999 cm3,Benzyna,203 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,Używane,2.0T R-Design,III (2007-),Tak,03/03/2011,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,
35500PLN,Osoby prywatnej,Osobowe,Opel,Insignia,2014,177 000 km,1 956 cm3,Diesel,163 KM,Manualna,Na przednie koła,Kombi,5,5,Brązowy,Tak,Używane,2.0 CDTI Edition,A (2008-2017),Tak,24/10/2014,Tak,,,,,TSK 34129,Tak,Polska,,,,,,,,,,,,,,,,,,,,
8800PLN,Osoby prywatnej,Osobowe,Citroën,C2,2009,135 000 km,1 124 cm3,Benzyna,60 KM,Manualna,Na przednie koła,Auta miejskie,3,4,Srebrny,,Używane,,,Tak,,Tak,,Tak,,,,Tak,,,Tak,,,,,,,,,,,,,,,,,,
9700PLN,Osoby prywatnej,Osobowe,Peugeot,207,2007,160 348 km,1 360 cm3,Benzyna,73 KM,Manualna,,Auta miejskie,3,5,Szary,Tak,Używane,,,Tak,27/07/2007,,,Tak,,,,,,Tak,,,,Tak,,,,,,,,,,,,,,,
39900PLN,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa C,2008,215 000 km,1 800 cm3,Benzyna,184 KM,Manualna,Na tylne koła,Sedan,5,,Czarny,,Używane,,W204 (2007-2014),Tak,,Tak,C 200,,,,,Tak,Niemcy,,,,,,,,,,,,,,,,,,,,
33000PLN,Osoby prywatnej,Osobowe,Mercedes-Benz,ML,2006,338 610 km,2 987 cm3,Diesel,224 KM,Automatyczna,4x4 (stały),SUV,5,5,Inny kolor,,Używane,320 CDI 4-Matic,W164 (2005-2011),Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15999PLN,Osoby prywatnej,Osobowe,Opel,Vectra,2006,210 000 km,1 796 cm3,Benzyna,140 KM,Manualna,,Kompakt,5,5,Szary,,Używane,1.8 Essentia,C (2002-2008),Tak,,Tak,,,,,,Tak,Niemcy,,Tak,,,,,,,,,,,,,,,,,,
55000PLN,Osoby prywatnej,Osobowe,Citroën,Jumpy Combi,2013,71 000 km,1 997 cm3,Diesel,163 KM,Automatyczna,Na przednie koła,Minivan,5,8,Złoty,Tak,Używane,,,Tak,,,,,,,,Tak,,Tak,Tak,,,,,,,,,,,,,,,,,,
38900PLN,Osoby prywatnej,Osobowe,Mitsubishi,L200,2006,232 000 km,2 477 cm3,Diesel,136 KM,Manualna,4x4 (dołączany ręcznie),SUV,4,5,Czarny,Tak,Używane,2.5 DID Intense,,,26/09/2006,Tak,,Tak,Tak,,,,Polska,,,,,,,,Tak,Tak,,,,,,,,,,,
50000PLN,Firmy,Osobowe,Volkswagen,Tiguan,2012,146 511 km,1 984 cm3,Benzyna,180 KM,Automatyczna,4x4 (dołączany automatycznie),SUV,5,5,Brązowy,Tak,Używane,,I (2007-2016),Tak,26/06/2012,Tak,,Tak,,Tak,,,Polska,,,298 PLN,,,,,,,,,,,,,,,,,
69900PLN,Osoby prywatnej,Osobowe,BMW,Seria 5,2010,135 000 km,3 000 cm3,Diesel,306 KM,Automatyczna,Na tylne koła,Kombi,5,5,Czarny,,Używane,,F10/F11 (2009-2017),Tak,09/07/2010,Tak,,,,,,Tak,Niemcy,,,,,,,Tak,,,,,,,,,,,,,
27900PLN,Firmy,Osobowe,Alfa Romeo,Giulietta,2012,165 470 km,1 956 cm3,Diesel,140 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,Tak,Używane,2.0 JTDM Distinctive,,Tak,30/03/2012,Tak,,Tak,,Tak,,Tak,,Tak,Tak,,,Tak,,,,,12 miesięcy,,,,,,,,,,
20500PLN,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa B,2009,197 347 km,2 034 cm3,Benzyna+LPG,116 KM,Automatyczna,Na przednie koła,Kompakt,5,5,Srebrny,Tak,Używane,,W245 (2005-2011),Tak,04/09/2009,,,,,,,,Austria,,,,,,,,,,,,,,,,,,,,
44500PLN,Firmy,Osobowe,Renault,Captur,2015,57 489 km,898 cm3,Benzyna,90 KM,Manualna,Na przednie koła,SUV,5,5,Szary,Tak,Używane,,,Tak,31/12/2015,Tak,,Tak,,Tak,,Tak,Polska,,,265 PLN,,,,,,,,,,,,,,,,,
30900PLN,Osoby prywatnej,Osobowe,Seat,Exeo,2012,234 000 km,1 984 cm3,Benzyna,211 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,,Używane,ver-2-0-tsi-style,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
27900PLN,Osoby prywatnej,Osobowe,Audi,A4,2010,282 000 km,1 968 cm3,Diesel,143 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,,Używane,ver-2-0-tdi,B8 (2007-2015),,,Tak,,Tak,,,,Tak,Belgia,,,,,,,,,,,,,,,,,,,,
24900PLN,Osoby prywatnej,Osobowe,Audi,A6,2008,280 000 km,2 967 cm3,Diesel,233 KM,Automatyczna,4x4 (dołączany automatycznie),Kombi,5,5,Inny kolor,,Używane,3.0 TDI Quattro Tiptr,C6 (2004-2011),Tak,,Tak,,,,,,Tak,Niemcy,,,,,,,,,,,,,,,,,,,,
46999PLN,Firmy,Osobowe,BMW,Seria 5,2011,200 000 km,1 995 cm3,Diesel,184 KM,Manualna,Na tylne koła,Sedan,4,5,Szary,,Używane,,F10/F11 (2009-2017),Tak,,Tak,520,,,,,Tak,Niemcy,Tak,Tak,,,,,,,,,,,,,,,,,,
215000PLN,Osoby prywatnej,Osobowe,Aston Martin,DB9,2006,61 000 km,6 000 cm3,Benzyna,450 KM,Automatyczna,Na tylne koła,Kabriolet,2,4,Srebrny,Tak,Używane,,,,,Tak,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,
72500PLN,Osoby prywatnej,Osobowe,BMW,Seria 3,2013,125 000 km,1 995 cm3,Diesel,184 KM,Automatyczna,Na tylne koła,Sedan,4,4,Srebrny,Tak,Używane,320d Sport Line,F30/F31 (2012-),Tak,,Tak,,,,,DW1G988,Tak,,,,,,Tak,,,,,,,,,,,,,,,
15900PLN,Osoby prywatnej,Osobowe,Hyundai,Tucson,2005,199 852 km,2 000 cm3,Benzyna,146 KM,Manualna,4x4 (stały),Minivan,,,Czarny,,Używane,,I (2004-2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66900PLN,Firmy,Osobowe,BMW,Seria 4,2015,193 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,Na tylne koła,Coupe,5,5,Czerwony,,Używane,,,Tak,10/05/2015,Tak,,,,,,Tak,Niemcy,Tak,Tak,,,,,Tak,,,,,,,,,,,,,
12000PLN,Osoby prywatnej,Osobowe,Opel,Vectra,2007,270 000 km,,Diesel,,,,Kompakt,5,5,Czarny,,Używane,C (2002-2008),C (2002-2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35900PLN,Firmy,Osobowe,Volkswagen,Golf Plus,2010,80 380 km,1 598 cm3,Diesel,105 KM,Manualna,Na przednie koła,Minivan,5,5,Szary,Tak,Używane,1.6 TDI Highline,,Tak,16/03/2010,Tak,,Tak,,Tak,,Tak,,Tak,Tak,,,Tak,,,,,12 miesięcy,,,,,,,,,,
19999PLN,Firmy,Osobowe,Opel,Corsa,2011,135 299 km,1 398 cm3,Benzyna,88 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Czarny,,Używane,,D (2006-2014),Tak,06/06/2011,,,,,,,Tak,Niemcy,,Tak,,,,,,,,,,,,,,,,,,
20000PLN,Osoby prywatnej,Osobowe,Mini,Cooper,2010,188 519 km,1 598 cm3,Benzyna,90 KM,Manualna,,Auta miejskie,3,,Beżowy,,Używane,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
17300PLN,Osoby prywatnej,Osobowe,Honda,Jazz,2008,212 258 km,1 339 cm3,Benzyna,100 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Czerwony,,Używane,1.4 Elegance,III (2008-2014),,,Tak,,,,,,Tak,,Tak,,,,,,,,,,,,,,,,,,,
13900PLN,Firmy,Osobowe,Seat,Leon,2008,228 650 km,1 896 cm3,Diesel,105 KM,Manualna,Na przednie koła,Kompakt,5,5,Srebrny,Tak,Używane,,II (2005-2012),Tak,,Tak,,Tak,,,,Tak,Polska,Tak,,,,,,,,,,,,,,,,,,,
46500PLN,Osoby prywatnej,Osobowe,Opel,Insignia,2014,178 850 km,1 956 cm3,Diesel,140 KM,Manualna,,Kombi,5,,Czarny,,Używane,2.0 CDTI Executive ecoFLEX S&S,A (2008-2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33200PLN,Firmy,Osobowe,Mitsubishi,Outlander,2009,174 400 km,2 400 cm3,Benzyna+LPG,170 KM,Manualna,Na przednie koła,SUV,5,5,Srebrny,,Używane,,II (2006-2013),Tak,,Tak,,,,,,,Inny,,Tak,,,,,,,,,,,,,,,,,,
37200PLN,Osoby prywatnej,Osobowe,Mini,Countryman,2012,172 450 km,1 598 cm3,Benzyna,184 KM,Manualna,4x4 (dołączany automatycznie),Kompakt,4,5,Biały,,Używane,Cooper S ALL4,,Tak,,,,,,,,Tak,Szwajcaria,,Tak,,,,,,,,,,,,,,,,,,
23800PLN,Osoby prywatnej,Osobowe,Fiat,Scudo,2008,130 500 km,1 997 cm3,Diesel,120 KM,Manualna,Na przednie koła,Minivan,5,9,Srebrny,,Używane,,,Tak,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,
13500PLN,Osoby prywatnej,Osobowe,Ford,Focus,2010,201 000 km,1 753 cm3,Diesel,85 KM,Manualna,,Kombi,5,5,Niebieski,,Używane,,Mk2 (2004-2011),,,Tak,,Tak,,,,,Polska,,,,,,,,,,,,,,,,,,,,
79900PLN,Osoby prywatnej,Osobowe,Cadillac,SRX,2013,87 000 km,3 564 cm3,Benzyna,318 KM,Automatyczna,4x4 (stały),SUV,5,5,Biały,Tak,Używane,,,,30/01/2014,Tak,,,,,KR4LG61,,Szwajcaria,,,,,,,Tak,,,,,,,,,,,,,
14900PLN,Firmy,Osobowe,Citroën,C4,2014,275 650 km,1 560 cm3,Diesel,92 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,Tak,Używane,1.6 HDi Attraction,II (2010-),Tak,18/03/2014,Tak,,,Tak,,,Tak,Polska,Tak,,,,,,,,,,,,,,,,,,,
44900PLN,Firmy,Osobowe,Audi,A8,2012,150 000 km,4 134 cm3,Diesel,350 KM,Automatyczna,4x4 (stały),Sedan,4,5,Szary,Tak,Używane,4.2 TDI L Quattro,D4 (2010-),Tak,,,,,Tak,,,Tak,Polska,,Tak,,,,,,,,,Tak,,,,,,,,,
44999PLN,Firmy,Osobowe,Renault,Captur,2015,41 000 km,898 cm3,Benzyna,90 KM,Manualna,Na przednie koła,SUV,5,5,Czerwony,Tak,Używane,0.9 Energy TCe XMOD EU6,,Tak,30/12/2015,,,Tak,,,,Tak,Polska,Tak,Tak,,,,,,,,,,,,,,,,,,
49500PLN,Firmy,Osobowe,Hyundai,ix35,2015,90 765 km,1 600 cm3,Benzyna,135 KM,Manualna,Na przednie koła,SUV,5,5,Szary,,Używane,,,Tak,,Tak,,Tak,,,,Tak,Niemcy,Tak,Tak,,,,,,,,,,,,,,,,,,
63900PLN,Osoby prywatnej,Osobowe,Volvo,XC 60,2013,151 595 km,1 984 cm3,Diesel,163 KM,Automatyczna,Na przednie koła,SUV,5,5,Srebrny,Tak,Używane,ver-d4-summum,I (2008-2017),,,Tak,,,,,TK8268X,Tak,Belgia,Tak,Tak,,,,,,,,,,,,,,,,,,
46500PLN,Firmy,Osobowe,Kia,Sportage,2014,151 123 km,1 700 cm3,Diesel,116 KM,Manualna,Na przednie koła,SUV,5,5,Brązowy,,Używane,,III (2010-2015),Tak,,Tak,,Tak,,,,Tak,Niemcy,Tak,Tak,,,,,,,,,,,,,,,,,,
31600PLN,Osoby prywatnej,Osobowe,Opel,Vivaro,2011,310 000 km,2 000 cm3,Diesel,90 KM,Manualna,Na przednie koła,Minivan,5,9,Biały,,Używane,,I (2001-2014),,,Tak,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,
21500PLN,Osoby prywatnej,Osobowe,Citroën,C5,2010,250 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,Używane,2.0 HDi Exclusive Equilibre Navi,III (2008-),Tak,,Tak,,Tak,,,,,,,,,,Tak,,,,,,,,,,,,,,,
26900PLN,Osoby prywatnej,Osobowe,BMW,X1,2011,289 000 km,2 000 cm3,Diesel,136 KM,Manualna,,SUV,4,5,Srebrny,Tak,Używane,,E84 (2009-2015),Tak,,Tak,,,,,GKW2AR7,,,,Tak,,,,,,,,,,,,,,,,,,
44999PLN,Firmy,Osobowe,Toyota,Avensis,2015,181 455 km,1 598 cm3,Diesel,112 KM,Manualna,Na przednie koła,Kombi,5,5,Złoty,,Używane,1.6 D-4D Premium,III (2009-),Tak,24/09/2015,Tak,,Tak,Tak,Tak,,Tak,,Tak,,,,,,,,,,,,,,,,,,,
49000PLN,Firmy,Osobowe,Nissan,Qashqai,2014,90 400 km,1 197 cm3,Benzyna,115 KM,Manualna,Na przednie koła,SUV,5,5,Czarny,Tak,Używane,,II (2013-),Tak,06/06/2014,Tak,,Tak,,Tak,,Tak,Polska,,,292 PLN,,,,,,,,,,,,,,,,,
36500PLN,Osoby prywatnej,Osobowe,Audi,A6,2009,225 000 km,1 968 cm3,Diesel,170 KM,Manualna,Na przednie koła,Sedan,5,5,Szary,Tak,Używane,2.0 TDI,C6 (2004-2011),Tak,24/03/2009,,,Tak,,,,,,,,,,Tak,,,,,,,,,,,,,,,
87900PLN,Osoby prywatnej,Osobowe,BMW,X3,2013,98 000 km,2 993 cm3,Diesel,313 KM,Automatyczna,4x4 (dołączany automatycznie),SUV,5,5,Czarny,Tak,Używane,35d xDrive,F25 (2010-),Tak,01/03/2013,,,,,,,Tak,Szwajcaria,,,,,,,,,,,,,,,,,,,,
48000PLN,Osoby prywatnej,Osobowe,Audi,A4,2014,220 000 km,1 798 cm3,Benzyna,170 KM,Manualna,Na przednie koła,Sedan,5,5,Czarny,,Używane,1.8 TFSI,B8 (2007-2015),,,,,Tak,,,,,,,,,,Tak,,,,,,,,,,,,,,,
59999PLN,Osoby prywatnej,Osobowe,Volvo,S60,2014,87 600 km,2 497 cm3,Benzyna,254 KM,Automatyczna,4x4 (dołączany automatycznie),Sedan,4,5,Szary,,Używane,,II (2010-),Tak,,,,,Tak,,,,,,,,,,,Tak,,,,,,,,,,,,,
43000PLN,Firmy,Osobowe,Citroën,C4 Cactus,2015,73 559 km,1 199 cm3,Benzyna,82 KM,Automatyczna,Na przednie koła,Kompakt,5,5,Żółty,Tak,Używane,,,Tak,17/08/2015,Tak,,Tak,,Tak,,Tak,Polska,Tak,,256 PLN,,,,,,,,,,,,,,,,,
14500PLN,Firmy,Osobowe,Peugeot,206,2010,81 237 km,1 360 cm3,Benzyna,75 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,Tak,Używane,,,Tak,28/07/2010,,,Tak,,Tak,,,,,,86 PLN,,,,,,,,,,,,,,,,,
12500PLN,Osoby prywatnej,Osobowe,Volkswagen,Passat,2005,392 200 km,1 896 cm3,Diesel,105 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,Tak,Używane,1.9 TDI Comfortline,B6 (2005-2010),,,,,Tak,,,,,,,,,,,,,,Tak,,,,,,,,,,,
78105PLN,Firmy,Osobowe,Audi,Q3,2015,170 000 km,1 968 cm3,Diesel,150 KM,Manualna,4x4 (dołączany automatycznie),SUV,5,5,Szary,,Używane,,,Tak,01/02/2016,Tak,,Tak,Tak,,,Tak,Niemcy,,,,,Tak,130 g/km,Tak,,,,,,,,,,,,,
38900PLN,Firmy,Osobowe,Citroën,C4 Grand Picasso,2014,232 050 km,1 560 cm3,Diesel,115 KM,Automatyczna,Na przednie koła,Minivan,5,7,Szary,,Używane,,II (2013-),Tak,,Tak,,,,,,Tak,Belgia,Tak,Tak,,,,,,,,,,,,,,,,,,
27900PLN,Osoby prywatnej,Osobowe,Nissan,Juke,2011,123 500 km,1 461 cm3,Diesel,110 KM,Manualna,Na przednie koła,SUV,5,5,Czarny,,Używane,1.5 dCi Tekna,,Tak,13/10/2011,,,,,,,Tak,Niemcy,,,,,,,Tak,,,,,,,,,,,,,
34000PLN,Firmy,Osobowe,Škoda,Superb,2009,117 531 km,1 390 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Sedan,4,5,Bordowy,Tak,Używane,,II (2008-2018),Tak,07/07/2009,,,Tak,,Tak,,,,,,202 PLN,,,,,,,,,,,,,,,,,
9900PLN,Osoby prywatnej,Osobowe,Peugeot,307,2007,193 666 km,1 997 cm3,Benzyna,143 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,,Używane,,II (2005-),,,Tak,,Tak,,,,Tak,,Tak,Tak,,,,,,,,,,,,,,,,,,
17500PLN,Osoby prywatnej,Osobowe,BMW,Seria 3,2005,388 000 km,2 497 cm3,Benzyna,218 KM,Manualna,Na tylne koła,Sedan,5,5,Inny kolor,Tak,Używane,325i,E90/E91/E92/E93 (2005-2012),,,Tak,,,,,,,Dania,,,,,,,,,,,,,,,,,,,,
31000PLN,Osoby prywatnej,Osobowe,Audi,Q7,2006,300 000 km,4 163 cm3,Benzyna,350 KM,Automatyczna,4x4 (stały),SUV,5,5,Czarny,Tak,Używane,4.2 FSI Quattro Tiptr,I (2005-2015),,07/09/2006,Tak,,Tak,,,KTT66ML,,Polska,Tak,,,,,,Tak,,,,,,,,,,,,,
51900PLN,Firmy,Osobowe,Honda,CR-V,2014,161 000 km,1 600 cm3,Diesel,120 KM,Manualna,Na przednie koła,SUV,5,5,Biały,,Używane,,IV (2012-2018),Tak,,Tak,,,,,,Tak,Włochy,,Tak,,,,,,,,,,,,,,,,,,
32500PLN,Firmy,Osobowe,Peugeot,508,2012,190 500 km,2 000 cm3,Diesel,140 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,Używane,,,Tak,,Tak,,Tak,,,,Tak,Niemcy,,Tak,,,Tak,,,,,,,,,,,,,,,
37500PLN,Firmy,Osobowe,Renault,Captur,2014,112 043 km,900 cm3,Benzyna,90 KM,Manualna,Na przednie koła,SUV,5,5,Brązowy,,Używane,,,Tak,,Tak,,Tak,,,,Tak,Niemcy,Tak,Tak,,,,,,,,,,,,,,,,,,
19900PLN,Osoby prywatnej,Osobowe,Renault,Clio,2012,141 000 km,1 598 cm3,Benzyna,111 KM,Automatyczna,Na przednie koła,Auta miejskie,3,5,Czarny,,Używane,,III (2005-2012),,,Tak,,,,,,Tak,Niemcy,,Tak,,,,,Tak,,,,,,,,,,,,,
